"","title","genres","release_date","release_country","movie_rating","review_rating","movie_run_time","plot","cast","language","filming_locations","budget","lon","lat"
"647","The Purgation (2015)","Drama| Horror| Thriller","2-Apr-15","USA","TV-MA",3,"86 min","Directed by Elaine Chu. With Tiffany Kieu, Kat Johnston, Kate Dauphin, Tom Walsh. Iris thinks she's going crazy. To stay sane, she must confront her past by revisiting the site of a childhood trauma - the old county asylum.","Tiffany Kieu|Kat Johnston|Kate Dauphin|Tom Walsh|Corey Fabyan|Megan Truong|Martina D'Ovidio|Pearce Joza|Alex Gruenenfelder|Rachel Parker|Ami Sarfati|Brandon Kirk|Morgan Christensen|Nick Aders|Leah Catherine","English","Glendale, California, USA",NA,-118.255075,34.1425078
"648","Killer Holiday (2013)","Horror| Thriller","5-Nov-13","USA","R",3.1,"103 min","Directed by Marty Thomas. With Michael Copon, Rachel Lara, Julia Beth Stern, Alex Mandel. A startling motive is revealed when psychotic killer Melvin 'Spider' Holiday stalks 8 unsuspecting teenage victims lured to an abandoned amusement park off old Route 66.","Michael Copon|Rachel Lara|Julia Beth Stern|Alex Mandel|Kaley Victoria Rose|Matt Calloway|David Namminga|Noah Gibbings|Gabriel Olivera|Richard Hoag|Sydney Rae Shalhoob|Randolph Mantooth|Puffy Copon|Fuse|Brian Harwell","English","Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA","$1,000,000",-119.294585,34.3382818
"649","Altered (2014)","Horror| Thriller","2014","USA",NA,6.6,"100 min","Directed by Kely McClung. With Robert Pralgo, Kely McClung, Amanda Dreschler, Stan Harrington. A young undercover cop fights to control a constantly changing reality while trying to maintain her own grip on sanity when she joins the hunt for a brutal serial killer.","Robert Pralgo|Kely McClung|Amanda Dreschler|Stan Harrington|Patrick Bagdon|Alex Raul Barrios|Keith Brooks|Melissa Brown|Abel Castro|Jon Chaffin|Aayisha Chanel|Ben Clement|William L. Cochran|Molly Coffee|Tommy Connolly","English","Atlanta, Georgia, USA","$300,000",-84.3879824,33.7489954
"650","Exorcist: The Fallen (2014)","Horror","31-Aug-14","USA",NA,3.4,"81 min","Directed by Garrett Benach. With Tara Marie Kirk, Rollyn Stafford, Just N. Time, Todd A. Robinson. A young girl and her family go through a horrifying reality while she becomes possessed by demonic forces. Throughout the film we experience the ways a family deals with situations beyond their control and how they fight to overcome them. Only when the possession takes place does the family bond get stronger and the relationships between them get tested to their limits.","Tara Marie Kirk|Rollyn Stafford|Just N. Time|Todd A. Robinson|Petra Boyd|David Withers|Tom Slater|Tony Teach|Garrett Benach|Theresa Park|Justys Spencer|Raegyn Spencer","English","Portland, Oregon, USA",NA,-122.6750261,45.5051064
"651","Ombis: Alien Invasion (2013)","Action| Horror| Sci-Fi| Thriller","18-May-13","USA",NA,3.6,"85 min","Directed by Adam R. Steigert. With Richard Satterwhite, Jason John Beebe, Sara Manzella, Alexander S. McBryde. Peaceful, rustic Metzburgh is a quiet village which was a former industrial town whose glory days are long past after the collapse of Metzburgh Grain. Teenager Mark Lowe (Jason John Beebe) and his ex-girlfriend Lucy Greenheart (Sarah Manzella) are stuck in a lovers quarrel when a meteorite crash lands in the passive community. Glen (Robert Bozek ), an ex-employee of the grain silos who became ...","Richard Satterwhite|Jason John Beebe|Sara Manzella|Alexander S. McBryde|Kathy Murphy|Lynn Lowry|Michael Sciabarrasi|Aryn Fitzgerald|Bob Bozek|Daniel George|John Fleming|Brandon Grzybek|Jennifer Grzybek|Melyssa Jade|Patrick Mallette","English","Hamburg, New York, USA","$36,000",-78.8294768,42.7158927
"652","Yendha Nerathilum (2017)","Horror","21-Jul-17","India",NA,NA,NA,"Directed by MuthuKumar. With Yashmith, Ramakrishnan, Leema Babu, Sandra Amy.","Yashmith|Ramakrishnan|Leema Babu|Sandra Amy","Tamil","Chennai, Tamil Nadu, India","INR 25,000,000",80.2707184,13.0826802
"653","Rise of the Legend (2017)","Horror","6-Jan-17","USA",NA,NA,NA,"Directed by Tim Becker. With Joe Hammerstone, Kyle Lee.","Joe Hammerstone|Kyle Lee","English","St. Louis, Missouri, USA",NA,-90.1994042,38.6270025
"654","The Demon Inside (2017)","Horror| Thriller","16-May-17","USA",NA,6,"95 min","Directed by Joey Moran. With Crystal Cook, Lance Eakright, Jake Ryan Hull, John Kviklys. Years after his release from jail, Sam Parsons is trying to build the his life with his wife Courtney and their young daughter Harper. He works hard to provide for his family and afford their beautiful home in their quiet suburban neighborhood. When supernatural occurrences start to happen in the house, Sam fears for the safety of his wife and daughter. When the occurrences turn into attacks, Sam...","Crystal Cook|Lance Eakright|Jake Ryan Hull|John Kviklys|Chloe Lee|Jason Nicholson|Grace Patterson|Joseph Rene|Timothy Talbott|Madeline Thelton|Jack Watkins|Crew Wyard","English","Dallas, Texas, USA",NA,-96.7969879,32.7766642
"655","Horror House on Highway 6 (2014)","Horror","4-Nov-14","USA","NOT RATED",3.9,"86 min","Directed by Richard Casey. With Joanna Bartling, Misty Madden, Sean McCracken, Brian Papson. A college student is injured by a malfunctioning soda machine on Highway 6. His fellow students take him to a doctor who lives in a basement bomb shelter and awaits the second coming of Elvis Presley. They can't leave, and a killer stalks them with an ax.","Joanna Bartling|Misty Madden|Sean McCracken|Brian Papson|William D. Caldwell|Frank Gangarossa|Alan Ehrlich|Michael Castagnola|Phil Ward|Teresa Willis|Jared Asato|Valerie Baker|Kenneth Coffman|Steve DeVorkin|Mark E. Fletcher","English","Frazier Park, California, USA","$100,000",-118.9448219,34.8227556
"656","Iron Wolf (2013)","Horror","13-Sep-13","Germany",NA,2.6,"93 min","Directed by David Brückner, Jens Nier. With Carolina Rath, Roland Freitag, Hannes Sell, Caterina Döhring. Lost in time, it lurks in the darkness, only to return again.","Carolina Rath|Roland Freitag|Hannes Sell|Caterina Döhring|Michael Krug|Dominik Starck|Michael Schmidt|Marco Theiss|Urs Remond|Nico Sentner|Ildiko Preszly|Annegret Thalwitzer|Toni Deutsch|Jens Nier|Willi Hessel","English","Glauchau, Saxony, Germany",NA,12.5451713,50.8187761
"657","Within These Walls (2015)","Horror","26-Sep-15","USA",NA,6.6,"95 min","Directed by James Adam Tucker. With Kelsey Zukowski, Laura Mortensen, Felissa Rose, Marv Blauvelt. A prisoner in her own home, a captive in her own body. Assaulted and trapped with no one to hear her cries for help...and knowing no one will believe her if they do. This is the terrifying reality Alaina finds herself in when she moves in to the house her mother died in. At first she thinks it's the loss of her mother that is haunting her, but she is soon shown it is something far more malicious ...","Kelsey Zukowski|Laura Mortensen|Felissa Rose|Marv Blauvelt|Jessica Rogers|James Adam Tucker|Kate Rhoswen|Kenny Alstott|Daniel Fergus|Jackson Scribner","English","Pasadena, California, USA",NA,-118.1445155,34.1477849
"658","Main Street Meats (2017)","Horror","13-Aug-17","USA",NA,8.1,"110 min","Directed by Jeff Lyon. With Morgan Boland, Steve Golla, Stacey Weber, Don Markus. A family-run meat shop struggling to survive stumbles onto the secret of success - and is obliged to keep up with insatiable customer demand.","Morgan Boland|Steve Golla|Stacey Weber|Don Markus|Kenny Fayas|Grayson Hunter Goss|Ashlee Summer|Miguel Graber|Linda Cieslik|Gary Albano|Charles Ramsey|Andy Schatner|Mike Pusateri|Christopher Elst|Jeanne Leep","English","Wisconsin, USA",NA,-88.7878678,43.7844397
"659","Mary Loss of Soul (2014)","Horror| Thriller","29-Oct-15","USA","NOT RATED",4,"89 min","Directed by Jennifer B. White. With José Zúñiga, Kaylee Bryant, Catherine Black, Anne Bex. Part of Mary's soul has been ripped from her body. After vanishing from her family's lake house, the 15 year-old returns without any memory of the traumatic events she experienced. Even while a nefarious mystery surrounds its circumstance-and a wrathful spirit begins haunting them-the Solis family's biggest fear is watching Mary unbecome. And knowing they must find her soul before time runs out.","José Zúñiga|Kaylee Bryant|Catherine Black|Anne Bex|Nick Mancuso|Emma Gruttadauria|Sam Myerson|Diana Porter|Jerry W. Goodwin|Molly Devon|Mark S. Cartier|Karin Crighton|Kati Salowsky|Kevin O. Peterson|Michael C. Turtle","English","Foxborough, Massachusetts, USA","$700,000",-71.2478251,42.0653812
"660","Dead Man Tells His Own Tale (2016)","Comedy| Fantasy| Horror","22-Sep-16","Argentina",NA,4.4,"90 min","Directed by Fabián Forte. With Diego Gentile, Mariana Anghileri, Emilia Attías, Damián Dreizik. A sisterhood of Celtic goddesses have under their control men who have attacked somehow the female gender. Angel is addicted to women, his life will turn into a calvary as he become slave of their plan to install the universal matriarchy.","Diego Gentile|Mariana Anghileri|Emilia Attías|Damián Dreizik|Mikko Aromaa|Marina Cohen|Lautaro Delgado|Fiorela Duranda|Chucho Fernandez|Tamara Garzón|Pablo Guisa Koestinger|Carolina Molinari|Berta Muñiz|Pipi Onetto|Pipi Onetto","Spanish","Buenos Aires, Federal District, Argentina",NA,-58.3815591,-34.6036844
"661","Curse of the Slasher Nurse (2017)","Horror","2017","USA",NA,NA,NA,"Directed by David Kerr. With Robert Arans, Clinton Baysinger, Will Darnell, Zach Darnell. A group of friends head out to a friend's cabin in the woods for a weekend of drinking and partying. In a secluded paradise, the friends start to unwind and it looks like it's going to be a weekend they'll never forget. But when a scary story about a deranged psychopathic woman dressed in a nurses outfit becomes more than just fiction, they'll have to fight to make it out alive.","Robert Arans|Clinton Baysinger|Will Darnell|Zach Darnell|John Ford|Amber Fulcher|Eric Ladd|Sarah Lourenzo|Andrea Pelt|Kea Raines|Aeron Shifflett|Josh Shifflett|Ryann Snow|David Techman|Nick Walters","English","Orange, Virginia, USA","$6,000",-78.1108342,38.2454106
"662","Kidnapped Souls (2012)","Horror","28-Feb-13","Peru","UNRATED",4.2,"86 min","Directed by Juan Frausto. With Jose Yenque, Noel Gugliemi, Neil Brown Jr., Delilah Cotto. LA detectives are on the hunt for a mysterious serial killer who kidnaps and kills his victims. Their hopes of catching the killer are slim, as the detectives can't find a single shred of evidence. They finally get a break on the case when one surviving victim escapes from the killer's deadly clutches. In this chilling thriller, watch events unfold as the killer exposes the dark secrets of his ...","Jose Yenque|Noel Gugliemi|Neil Brown Jr.|Delilah Cotto|Rosa Isela Frausto|Rene Arreola|Monica Engesser|Gonzales Michael Jr.|Benjamin Riley|Diego Acuna|Tia Streaty|Dan Dunkelman|Christopher Youngblood|Vanina Armendariz|Christopher Guttierrez","English","Lancaster, California, USA",NA,-118.1541632,34.6867846
"663","The Eschatrilogy: Book of the Dead (2012)","Fantasy| Horror","19-Feb-14","Philippines","NOT RATED",5.2,"103 min","Directed by Damian Morter. With Stuart Wolfenden, Sarah-Jane Honeywell, Damian Morter, Sam Cullingworth. An anthology of three movies set within the zombie genre.","Stuart Wolfenden|Sarah-Jane Honeywell|Damian Morter|Sam Cullingworth|Tim Mcgill Grieveson|Paul Collin-Thomas|David Frampton|Zoe Simone|Clay Whitter|Brooklyn Baker|Neil Adams|Anna Batho|Chris Knight|Flynn Allen|George Newton","English","Sheffield, South Yorkshire, England, UK","£5,000",-1.470085,53.381129
"664","Paranormal Extremes: Text Messages from the Dead (2015)","Drama| Horror","1-May-15","USA","NOT RATED",2.3,"102 min","Directed by Ted V. Mikels. With Colie Knoke, Josef Niznik, Grace LaFleur, Ted V. Mikels. Two loves are separated by a tragic accident but death cannot keep them apart. This is a haunting tale of love, life, death, and the intervention of the dead.","Colie Knoke|Josef Niznik|Grace LaFleur|Ted V. Mikels|Mario Santos|John Bizarre|Brenda Grippi|Beverly Washburn|Jim Wheble|George Pantages|Marilyn Weinmann|Renay Jewell|Jacob Landry|Lisa Snipes|Emma Snipes","English","Las Vegas, Nevada, USA","$500,000",-115.1398296,36.1699412
"665","The Halloween Store Zombie Wedding Movie (2016)","Comedy| Horror","9-Oct-16","USA",NA,5.4,"92 min","Directed by Victoria Sutton. With John Delony, Amanda Varcelotti, Dean Hollis, Jessica Willis. A zombie wedding party gets locked inside a Halloween Store on Halloween night and faces the wrath of the return of the legendary, possessed cowboy, Ole Jeremiah, who means to make sure nobody gets out alive.","John Delony|Amanda Varcelotti|Dean Hollis|Jessica Willis|Kurt Kiser|Christopher Kiley|Gerald Brodin|Grace Johnston|Devi Khajishvili|Mark McKenzie|Wesley Chan|Douglas Jones|Jason Mcroberts|Richard Privitt|Kyle Van Swol","English","Lubbock, Texas, USA","$100,000",-101.8551665,33.5778631
"666","Shadow Hill (2017)","Horror","2017","USA",NA,NA,NA,"Directed by Charlton Jacob Jacques. With Hill Harper, Gil Bellows, Garrett Black, David Cameron. A night of terror begins as a psychologically tortured woman is forced to confront her dark past and the arrival of a vengeful entity.","Hill Harper|Gil Bellows|David Cameron|Garrett Black","English","Louisiana, USA","CAD 2,000,000",-91.9623327,30.9842977
"667","The Sins of Dracula (2014)","Comedy| Horror","26-Oct-14","USA","NOT RATED",6.2,"81 min","Directed by Richard Griffin. With Sarah Nicklin, Anna Rizzo, Jose Guns Alves, Jamie Lyn Bagley. When Billy, a young man of faith, joins the local theater group, he finds more than teenagers involved in all manner of vice, but also a secret cult of Devil worshipers who are hell-bent on resurrecting Dracula, the King of Vampires, from his grave. Will Billy survive, or will he suffer the sins of Dracula'","Sarah Nicklin|Anna Rizzo|Jose Guns Alves|Jamie Lyn Bagley|Samantha Acampora|Carmine Capobianco|Jesse Dufault|Tobias Wilson|Jamie Dufault|Elyssa Baldassarri|Michael Thurber|Steven O'Broin|Johnny Sederquist|Christian Masters|Aaron Peaslee","English","Providence, Rhode Island, USA","$20,000",-71.4128343,41.8239891
"668","Urban Legend (2016)","Horror","10-Sep-16","USA",NA,NA,NA,"Directed by Alix Lindbergh. With Katy Allen, Robert Babcock, Mike Brabender, Garrett Brenneman. A happy young couple are on their way home from a camping trip, when they run into a terrifying surprise.","Katy Allen|Robert Babcock|Mike Brabender|Garrett Brenneman|Jacqueline Crowley|Alexander Elkins|Lauren Elkins|John-Michael Fisher|Kirby Gocke|Dillon Gray|Alix Lindbergh|Charles McVay|Karen Richardson|Kerry M. Richardson|Kallina Sims","English","Northwest, Arkansas, USA","$5,000",-94.1718542,36.082156
"669","Sheriff Tom Vs. The Zombies (2013)","Comedy| Horror","20-Apr-13","USA",NA,5.3,"93 min","Directed by Ryan Scott Weber. With Joe Parascand, Jason Jackson, Kayt Supple, Ryan Scott Weber. One year after Mary Horror's rampage, Sheriff Tom has her spell book and wicked intentions of his own.","Joe Parascand|Jason Jackson|Kayt Supple|Ryan Scott Weber|Tom Brady|Kristen Accardi|Tazio Ruffilo|Jessica Mulcahy|Jeff Fetzko|Patrick Turner|Therese Crowley|Bradley Creanzo|Michael DeFellipo|Lloyd Kaufman|Brendan Mitchell","English","Bernardsvile, New Jersey, USA","$3,500",-74.569324,40.7187119
"670","Animus: The Tell-Tale Heart (2015)","Horror| Thriller","31-Oct-15","USA",NA,4.3,"95 min","Directed by Aaron Russman. With Dana Blackstone, Rick Dethlefsen, Amin Fallahi, Axel Harney. Edgar Allan Poe's macabre masterpiece of murder and madness, re-imagined as a modern day revenge thriller.","Dana Blackstone|Rick Dethlefsen|Amin Fallahi|Axel Harney|Kelly Kirstein|Brak Little|Christin Russman|Bruce Spielbauer|Brian Van Camp|Katherine Vermeersch|Michael Wexler","English","Michigan, USA","$10,000",-85.6023643,44.3148443
"671","Knock Knock (2017)","Horror","6-Oct-17","USA",NA,NA,"55 min","Directed by Tobias Canto Jr.. With Saul Arteta, Rachel Atterson, Lucas Ayoub, Jennifer Bennett. 'Knock Knock' tells the story of down-on-his-luck former boxer Sam Grant, who one night finds himself caught in a whirlwind of conjecture and conundrum as his colorful and quirky neighbors come to him with scary tales of their apartment's mysterious new resident. Inspired by the retro horror classics of VHS days gone by, 'Knock Knock', is sure to be a treat for any horror fan and aficionado.","Saul Arteta|Rachel Atterson|Lucas Ayoub|Jennifer Bennett|Sisi Berry|Joe Bragel|Eddie Canto|Kenneth Fillmore|Ruth Hall|Chuk Hell|Leia Organa McLean|Jessica Polk|Kerry Tartack","English","Austin, Texas, USA",NA,-97.7430608,30.267153
